tenure,InternetService,Contract,MonthlyCharges,Churn
1,No,Month-to-month,19.7,1
48,No,Two year,20.2,0
31,DSL,One year,50.4,0
64,Fiber optic,One year,113.35,0
46,Fiber optic,Month-to-month,80.0,0
52,DSL,Two year,80.95,0
67,No,Two year,24.9,0
67,DSL,Month-to-month,54.9,0
5,Fiber optic,Month-to-month,75.55,1
71,Fiber optic,Two year,109.25,0
9,Fiber optic,Month-to-month,77.65,1
26,Fiber optic,Month-to-month,95.0,1
71,Fiber optic,One year,116.3,0
32,No,Month-to-month,19.9,0
2,Fiber optic,Month-to-month,70.35,0
71,No,Two year,25.6,0
60,DSL,One year,44.45,0
55,Fiber optic,One year,100.15,0
54,Fiber optic,One year,105.4,1
2,Fiber optic,Month-to-month,95.85,1
6,Fiber optic,Month-to-month,73.85,0
48,DSL,Two year,70.1,0
63,No,Two year,25.25,0
1,Fiber optic,Month-to-month,79.15,1
12,No,Month-to-month,21.05,0
54,DSL,Month-to-month,24.95,0
30,DSL,One year,64.5,0
30,No,Month-to-month,19.65,1
4,Fiber optic,Month-to-month,79.0,1
40,Fiber optic,One year,105.95,0
9,Fiber optic,Month-to-month,75.85,0
17,Fiber optic,Month-to-month,91.85,1
62,DSL,Two year,43.6,0
28,Fiber optic,One year,91.25,0
70,DSL,Two year,89.75,0
46,Fiber optic,Two year,104.4,0
23,Fiber optic,Month-to-month,90.15,0
47,DSL,One year,40.3,0
68,Fiber optic,Two year,105.25,0
60,Fiber optic,One year,106.0,1
67,Fiber optic,Two year,104.0,0
14,DSL,Month-to-month,69.65,0
57,Fiber optic,Month-to-month,74.3,0
55,Fiber optic,One year,100.9,0
1,No,Month-to-month,20.25,0
1,DSL,Month-to-month,49.9,1
23,Fiber optic,Month-to-month,96.9,0
13,Fiber optic,Month-to-month,100.35,1
47,Fiber optic,Month-to-month,104.1,0
38,No,One year,20.1,0
38,Fiber optic,Month-to-month,74.95,1
2,DSL,Month-to-month,56.55,0
1,DSL,Month-to-month,49.25,1
15,Fiber optic,Month-to-month,68.6,0
26,Fiber optic,Month-to-month,69.05,0
35,No,Two year,19.7,0
3,No,Month-to-month,20.05,0
50,Fiber optic,Month-to-month,103.7,1
42,Fiber optic,Month-to-month,94.4,0
10,DSL,Month-to-month,54.95,0
61,Fiber optic,One year,93.7,0
68,Fiber optic,Two year,110.25,0
10,Fiber optic,One year,98.9,0
65,Fiber optic,One year,89.75,1
72,DSL,Two year,80.45,0
55,Fiber optic,Month-to-month,79.4,0
1,No,Month-to-month,20.3,1
7,DSL,Month-to-month,62.8,0
2,Fiber optic,Month-to-month,74.9,0
9,Fiber optic,Month-to-month,74.85,0
27,No,Two year,25.85,0
7,Fiber optic,Month-to-month,101.95,1
64,DSL,Two year,68.3,0
70,DSL,Two year,48.4,0
2,Fiber optic,Month-to-month,94.0,1
67,Fiber optic,Two year,105.05,0
45,Fiber optic,Month-to-month,89.3,1
24,No,Two year,25.15,0
4,No,Two year,19.5,0
44,Fiber optic,Month-to-month,92.95,0
72,No,Two year,20.7,0
1,Fiber optic,Month-to-month,74.3,1
66,No,Two year,19.35,0
1,DSL,Month-to-month,44.65,1
13,Fiber optic,Month-to-month,84.05,1
10,Fiber optic,Month-to-month,80.7,1
65,Fiber optic,Month-to-month,104.35,0
1,No,Month-to-month,19.55,0
38,DSL,One year,74.05,0
23,DSL,Two year,40.1,0
10,No,One year,20.1,0
4,Fiber optic,Month-to-month,101.7,1
72,DSL,Two year,83.55,0
35,DSL,Month-to-month,56.85,0
1,No,Month-to-month,20.4,1
58,No,Two year,19.55,0
70,Fiber optic,One year,106.15,0
38,DSL,One year,78.95,0
60,DSL,Month-to-month,49.75,0
26,Fiber optic,Month-to-month,92.4,0
8,DSL,One year,58.2,0
41,Fiber optic,One year,102.6,1
36,Fiber optic,Month-to-month,91.95,0
54,DSL,One year,65.25,0
71,Fiber optic,Two year,106.0,1
55,Fiber optic,Month-to-month,73.1,0
72,DSL,Two year,59.75,0
3,DSL,Month-to-month,55.1,1
54,DSL,Two year,59.8,0
72,Fiber optic,Two year,116.6,0
52,Fiber optic,Two year,109.3,0
60,Fiber optic,One year,101.4,0
39,DSL,Month-to-month,50.65,0
15,DSL,One year,56.15,0
69,Fiber optic,Two year,106.5,1
43,No,One year,19.2,0
63,DSL,One year,83.0,0
2,Fiber optic,Month-to-month,70.1,0
72,Fiber optic,Two year,108.3,0
32,Fiber optic,Month-to-month,91.05,1
40,No,Two year,25.25,0
58,DSL,One year,45.35,0
67,DSL,Two year,43.9,0
51,Fiber optic,Month-to-month,77.5,1
31,DSL,One year,79.3,0
69,Fiber optic,Month-to-month,84.9,0
32,Fiber optic,One year,79.25,0
21,DSL,Two year,71.05,0
52,DSL,One year,53.75,0
72,No,Two year,24.25,0
72,DSL,Two year,54.2,1
52,DSL,One year,44.25,0
41,DSL,One year,50.05,0
41,No,Two year,20.15,0
6,Fiber optic,Month-to-month,69.25,1
67,DSL,One year,69.35,0
16,No,Month-to-month,19.35,0
17,No,Two year,19.15,0
35,DSL,Month-to-month,61.0,0
58,No,Two year,20.5,0
1,DSL,Month-to-month,50.5,1
52,DSL,Two year,50.2,0
70,DSL,Two year,79.6,0
19,No,Two year,24.9,0
1,Fiber optic,Month-to-month,74.4,1
35,Fiber optic,Month-to-month,106.9,0
32,Fiber optic,Month-to-month,101.35,0
17,DSL,Month-to-month,55.35,0
67,DSL,One year,50.55,0
9,No,Month-to-month,19.5,0
31,DSL,One year,79.45,1
4,Fiber optic,Month-to-month,90.65,0
58,Fiber optic,One year,89.85,0
60,DSL,One year,79.0,0
58,Fiber optic,One year,104.65,1
1,No,Month-to-month,19.55,0
27,No,Two year,19.9,0
66,Fiber optic,One year,116.25,0
15,Fiber optic,Month-to-month,87.75,0
47,Fiber optic,Month-to-month,100.05,1
41,Fiber optic,Month-to-month,81.3,0
59,DSL,Month-to-month,44.3,0
50,Fiber optic,Two year,70.35,0
17,DSL,One year,44.45,0
6,DSL,Month-to-month,49.15,0
51,DSL,Month-to-month,29.45,0
44,Fiber optic,Month-to-month,100.55,1
49,Fiber optic,Month-to-month,85.3,0
2,Fiber optic,Month-to-month,95.65,1
59,DSL,One year,69.1,0
50,DSL,Month-to-month,70.35,0
59,No,Two year,20.6,0
18,Fiber optic,Month-to-month,74.15,0
10,Fiber optic,Month-to-month,75.05,0
14,DSL,One year,44.6,0
35,No,Two year,21.45,0
8,DSL,One year,43.45,0
18,No,One year,20.05,0
60,Fiber optic,One year,94.15,0
1,Fiber optic,Month-to-month,94.4,1
6,No,Two year,19.55,0
19,DSL,Month-to-month,75.9,0
53,DSL,One year,64.15,0
72,Fiber optic,Two year,109.55,0
60,Fiber optic,Two year,110.8,0
1,DSL,Month-to-month,55.0,1
13,DSL,Month-to-month,53.45,0
5,Fiber optic,Month-to-month,69.95,0
1,Fiber optic,Month-to-month,101.45,1
13,Fiber optic,Month-to-month,97.0,0
37,DSL,One year,90.6,0
64,Fiber optic,Month-to-month,73.55,0
5,DSL,Month-to-month,67.95,1
61,Fiber optic,Two year,94.35,0
1,Fiber optic,Month-to-month,69.5,1
1,No,Month-to-month,18.85,1
26,No,One year,19.4,0
1,Fiber optic,Month-to-month,69.2,1
24,No,Two year,19.75,0
17,DSL,One year,54.6,0
26,DSL,Month-to-month,29.8,0
1,Fiber optic,Month-to-month,69.65,1
40,Fiber optic,Month-to-month,101.85,1
52,Fiber optic,Month-to-month,103.05,0
1,Fiber optic,Month-to-month,82.3,1
1,No,Month-to-month,20.3,0
21,DSL,Two year,35.1,0
67,Fiber optic,One year,105.7,0
44,DSL,Month-to-month,56.25,0
70,DSL,One year,60.35,0
3,Fiber optic,Month-to-month,79.25,1
56,DSL,Two year,59.8,0
13,Fiber optic,Month-to-month,84.6,1
58,Fiber optic,Month-to-month,93.4,1
42,Fiber optic,Month-to-month,94.2,1
1,DSL,Month-to-month,25.05,1
46,Fiber optic,Two year,99.65,0
63,DSL,Two year,50.65,0
11,DSL,Month-to-month,60.9,0
15,DSL,Month-to-month,59.65,0
72,DSL,Two year,64.7,0
29,DSL,Month-to-month,25.1,1
1,DSL,Month-to-month,48.95,1
6,DSL,Month-to-month,54.85,0
1,DSL,Month-to-month,45.3,1
63,Fiber optic,One year,91.35,0
2,Fiber optic,Month-to-month,85.85,1
18,No,Two year,25.1,0
43,DSL,Month-to-month,34.0,0
15,DSL,One year,45.9,0
10,Fiber optic,Month-to-month,95.2,1
55,No,Two year,20.5,0
49,Fiber optic,One year,100.6,1
6,DSL,Month-to-month,55.3,1
70,No,Two year,20.35,0
2,Fiber optic,Month-to-month,74.85,1
63,DSL,One year,36.1,0
25,DSL,Month-to-month,65.8,0
18,No,One year,20.35,0
28,Fiber optic,Month-to-month,105.8,0
53,Fiber optic,One year,96.75,0
35,Fiber optic,One year,102.35,1
1,DSL,Month-to-month,24.4,0
70,Fiber optic,One year,115.65,1
2,Fiber optic,Month-to-month,79.85,1
26,DSL,Month-to-month,73.05,0
34,DSL,One year,64.35,0
19,No,Two year,20.5,0
15,Fiber optic,Month-to-month,76.0,1
62,DSL,One year,54.75,0
42,Fiber optic,Month-to-month,104.75,1
9,DSL,Month-to-month,74.65,1
24,DSL,Month-to-month,51.15,0
68,DSL,Two year,41.95,0
31,DSL,Month-to-month,54.35,0
1,DSL,Month-to-month,56.25,1
21,Fiber optic,Month-to-month,106.1,1
63,Fiber optic,One year,96.0,0
2,Fiber optic,Month-to-month,79.75,1
61,DSL,Two year,61.45,0
1,Fiber optic,Month-to-month,68.65,1
18,No,One year,19.65,0
6,No,One year,19.0,0
33,Fiber optic,Month-to-month,100.0,0
16,No,Month-to-month,20.25,1
56,Fiber optic,Month-to-month,98.7,0
23,No,One year,19.8,0
9,Fiber optic,Month-to-month,73.8,0
14,Fiber optic,Month-to-month,100.2,1
15,Fiber optic,Month-to-month,74.9,1
5,No,Month-to-month,20.05,0
61,Fiber optic,Month-to-month,106.2,0
70,Fiber optic,Two year,116.55,0
15,Fiber optic,Month-to-month,99.7,0
8,No,Two year,19.7,0
8,No,Two year,19.5,0
4,DSL,Month-to-month,29.15,0
34,DSL,One year,55.0,0
68,DSL,Two year,90.8,0
45,DSL,One year,51.0,0
9,Fiber optic,Month-to-month,90.1,0
22,DSL,Month-to-month,59.05,0
2,No,Month-to-month,20.3,0
70,DSL,Two year,72.95,0
10,DSL,One year,73.55,0
72,DSL,Two year,84.3,0
49,DSL,One year,78.0,0
54,DSL,One year,72.1,0
71,Fiber optic,Two year,106.75,0
22,No,One year,19.25,0
50,No,Two year,20.55,0
43,No,One year,20.0,0
45,No,Two year,24.65,0
64,Fiber optic,Month-to-month,103.5,0
23,No,Two year,23.85,0
68,No,Two year,25.8,0
1,Fiber optic,Month-to-month,70.85,1
2,Fiber optic,Month-to-month,69.8,1
26,DSL,One year,59.45,0
55,DSL,Month-to-month,54.55,1
14,No,Month-to-month,20.05,0
71,DSL,Two year,82.55,0
64,DSL,One year,81.25,0
7,DSL,Month-to-month,70.75,1
57,DSL,Two year,74.3,0
13,Fiber optic,Month-to-month,94.1,1
3,DSL,Month-to-month,29.7,1
72,Fiber optic,Two year,109.7,0
40,Fiber optic,Month-to-month,96.35,0
14,DSL,Month-to-month,66.6,0
2,DSL,Month-to-month,44.5,0
66,Fiber optic,One year,110.9,1
38,Fiber optic,Month-to-month,105.0,1
1,DSL,Month-to-month,25.3,1
22,DSL,One year,55.15,1
1,No,Month-to-month,20.1,1
5,Fiber optic,Month-to-month,80.1,0
29,DSL,One year,69.05,0
1,Fiber optic,Month-to-month,69.9,1
3,No,Month-to-month,20.4,0
71,No,Two year,19.7,0
9,DSL,Month-to-month,50.1,0
43,Fiber optic,Month-to-month,101.4,1
48,DSL,One year,83.45,0
26,Fiber optic,Month-to-month,86.65,0
9,No,Month-to-month,20.15,0
1,Fiber optic,Month-to-month,80.8,1
46,No,Two year,19.4,0
2,DSL,Month-to-month,62.05,1
1,Fiber optic,Month-to-month,76.45,1
64,DSL,Two year,60.05,0
12,Fiber optic,Month-to-month,91.3,1
6,Fiber optic,Month-to-month,95.75,1
59,No,One year,20.35,0
7,Fiber optic,One year,94.05,0
72,DSL,Two year,84.1,0
16,Fiber optic,Month-to-month,78.75,0
25,DSL,Month-to-month,55.55,0
34,DSL,Month-to-month,62.65,1
1,Fiber optic,Month-to-month,74.5,1
10,Fiber optic,Month-to-month,102.1,1
24,No,One year,20.1,0
10,DSL,One year,70.3,0
69,DSL,One year,53.65,0
57,No,Two year,20.75,0
50,Fiber optic,One year,103.4,0
28,DSL,One year,50.8,0
16,DSL,Month-to-month,50.15,1
25,DSL,Month-to-month,79.0,0
3,Fiber optic,Month-to-month,74.6,0
61,Fiber optic,One year,96.5,0
2,No,Month-to-month,20.1,0
51,No,One year,19.4,0
71,DSL,Two year,77.55,0
20,No,Month-to-month,20.05,0
6,No,Month-to-month,19.85,0
6,No,Month-to-month,20.2,0
29,DSL,Month-to-month,67.45,0
36,No,Two year,18.55,0
28,DSL,Month-to-month,29.75,0
7,Fiber optic,Month-to-month,86.5,1
63,No,Two year,24.2,0
48,No,Two year,23.55,0
49,No,One year,20.45,0
27,Fiber optic,Month-to-month,81.45,1
72,DSL,Two year,92.3,0
1,Fiber optic,Month-to-month,69.15,1
72,DSL,Two year,53.65,0
47,DSL,One year,39.65,0
1,DSL,Month-to-month,54.65,0
36,Fiber optic,One year,104.8,0
43,DSL,Month-to-month,29.3,0
27,DSL,Month-to-month,83.85,0
9,Fiber optic,Month-to-month,79.55,1
38,Fiber optic,Month-to-month,103.65,0
35,Fiber optic,Month-to-month,99.05,0
0,DSL,Two year,73.35,0
59,Fiber optic,Two year,100.05,0
27,No,Two year,20.35,0
2,DSL,Month-to-month,43.95,0
7,No,Month-to-month,23.5,0
36,DSL,One year,70.7,0
41,Fiber optic,Month-to-month,94.3,0
13,DSL,Month-to-month,29.15,0
19,No,Two year,20.85,0
60,DSL,Two year,37.7,0
48,Fiber optic,Two year,95.5,1
3,Fiber optic,Month-to-month,91.05,1
69,Fiber optic,Two year,92.45,0
43,DSL,One year,44.15,0
11,DSL,One year,36.05,0
45,DSL,Month-to-month,50.25,0
72,Fiber optic,Two year,109.75,0
2,Fiber optic,Month-to-month,79.2,1
12,No,Two year,20.3,0
67,Fiber optic,One year,112.35,0
37,Fiber optic,Two year,94.3,0
39,DSL,One year,41.15,0
41,DSL,Month-to-month,74.65,0
25,DSL,Month-to-month,48.25,0
8,DSL,Two year,76.15,0
71,DSL,Two year,71.1,0
5,Fiber optic,Month-to-month,96.55,0
30,DSL,One year,79.3,0
40,Fiber optic,One year,89.6,0
54,No,Two year,20.5,0
72,Fiber optic,Two year,106.3,0
28,Fiber optic,One year,100.35,0
18,Fiber optic,Month-to-month,85.6,0
2,DSL,Month-to-month,45.25,1
59,Fiber optic,One year,106.15,0
22,DSL,Month-to-month,51.1,0
1,No,Month-to-month,19.9,0
72,No,Two year,25.7,0
14,Fiber optic,Month-to-month,74.3,1
50,Fiber optic,One year,99.4,0
48,DSL,One year,69.7,0
49,Fiber optic,Month-to-month,98.35,0
28,Fiber optic,Month-to-month,85.45,0
68,Fiber optic,Month-to-month,95.9,0
13,Fiber optic,Month-to-month,100.75,0
11,Fiber optic,Month-to-month,89.2,0
3,Fiber optic,Month-to-month,74.1,1
57,Fiber optic,Month-to-month,100.6,1
3,Fiber optic,Month-to-month,75.0,1
72,No,Two year,25.75,0
70,DSL,Two year,84.1,0
49,DSL,Two year,79.3,0
67,Fiber optic,One year,107.05,0
46,No,Two year,20.05,0
64,DSL,Two year,70.2,1
37,No,Month-to-month,19.5,0
2,Fiber optic,Month-to-month,70.75,1
13,DSL,Month-to-month,45.3,0
72,Fiber optic,Two year,115.15,0
68,DSL,Two year,72.95,0
15,No,One year,19.65,0
24,No,Two year,19.55,0
24,Fiber optic,Month-to-month,89.55,0
27,DSL,Month-to-month,50.35,0
12,DSL,Month-to-month,50.25,1
71,DSL,Two year,87.25,0
67,No,Two year,20.8,0
63,Fiber optic,Two year,109.25,0
1,No,Month-to-month,20.35,0
4,DSL,Month-to-month,55.9,0
40,Fiber optic,Month-to-month,79.2,1
12,Fiber optic,Month-to-month,96.0,1
52,DSL,Two year,79.2,0
10,No,Month-to-month,24.0,0
68,Fiber optic,One year,101.35,0
54,Fiber optic,Month-to-month,100.1,1
4,DSL,Month-to-month,56.5,1
52,DSL,One year,35.45,0
1,Fiber optic,Month-to-month,85.0,1
70,DSL,One year,79.4,0
43,DSL,One year,35.2,0
52,No,Two year,19.65,0
12,DSL,Two year,49.85,0
56,DSL,One year,68.75,0
0,DSL,Two year,61.9,0
42,Fiber optic,Month-to-month,79.9,0
22,Fiber optic,Month-to-month,89.75,0
51,DSL,One year,59.3,1
27,No,Month-to-month,19.4,0
51,Fiber optic,One year,93.65,0
4,DSL,Month-to-month,49.4,1
1,No,Month-to-month,19.9,0
35,DSL,Month-to-month,55.0,1
71,DSL,One year,72.9,0
1,Fiber optic,Month-to-month,69.2,1
69,No,Two year,25.6,0
14,No,One year,19.75,0
57,DSL,Month-to-month,55.7,0
72,Fiber optic,Two year,117.5,0
48,No,Two year,19.85,0
4,Fiber optic,Month-to-month,78.9,0
31,No,Month-to-month,20.65,0
38,DSL,One year,62.3,1
37,Fiber optic,Month-to-month,92.5,1
1,No,Month-to-month,19.65,0
57,DSL,Two year,79.75,0
62,DSL,Two year,79.95,0
3,DSL,Month-to-month,29.9,0
72,No,Two year,19.75,0
29,DSL,Month-to-month,45.0,0
13,DSL,Month-to-month,44.8,0
3,Fiber optic,Month-to-month,69.65,1
11,DSL,Month-to-month,51.1,0
21,DSL,Two year,53.15,0
19,No,Month-to-month,24.7,0
61,Fiber optic,Two year,111.6,1
11,DSL,Month-to-month,48.55,1
35,Fiber optic,Month-to-month,109.95,0
25,No,Month-to-month,20.8,0
1,No,Month-to-month,20.2,1
67,No,Two year,25.6,0
19,DSL,Month-to-month,39.65,1
56,No,One year,24.9,1
72,Fiber optic,Two year,108.4,0
43,No,Two year,19.55,0
55,Fiber optic,Month-to-month,85.1,0
2,DSL,Month-to-month,56.7,1
27,Fiber optic,Month-to-month,69.05,0
13,Fiber optic,Month-to-month,70.15,0
70,Fiber optic,Two year,111.15,0
14,Fiber optic,One year,105.95,1
19,Fiber optic,One year,89.35,0
20,Fiber optic,Month-to-month,89.1,0
43,Fiber optic,One year,91.25,0
5,Fiber optic,Month-to-month,90.35,0
70,Fiber optic,One year,105.55,0
40,No,Two year,19.1,0
6,No,Two year,20.4,0
39,Fiber optic,Two year,100.45,0
4,Fiber optic,Month-to-month,74.95,1
15,DSL,Month-to-month,29.7,1
1,DSL,Month-to-month,50.35,1
45,Fiber optic,Month-to-month,85.7,0
64,DSL,Two year,47.85,1
57,Fiber optic,Month-to-month,94.0,0
72,DSL,Two year,69.85,0
1,Fiber optic,Month-to-month,70.3,1
72,No,Two year,25.85,0
3,DSL,Two year,71.1,0
55,Fiber optic,Month-to-month,98.8,1
59,Fiber optic,Month-to-month,93.35,0
18,Fiber optic,Month-to-month,99.85,1
32,Fiber optic,Month-to-month,80.3,1
4,DSL,Month-to-month,50.55,0
66,Fiber optic,Month-to-month,80.45,1
27,Fiber optic,Month-to-month,81.3,0
4,No,Month-to-month,20.7,0
60,DSL,Month-to-month,79.05,0
8,No,Two year,19.05,0
8,No,Two year,19.6,0
35,No,Two year,20.2,0
7,Fiber optic,Month-to-month,86.8,1
53,No,Two year,20.9,0
18,Fiber optic,Month-to-month,103.6,0
15,DSL,Two year,38.8,0
67,Fiber optic,One year,88.4,0
6,Fiber optic,Month-to-month,84.2,1
6,Fiber optic,Month-to-month,79.7,0
13,Fiber optic,Month-to-month,99.0,1
11,Fiber optic,Month-to-month,100.75,1
1,No,Month-to-month,19.3,0
5,DSL,Month-to-month,55.75,0
13,No,One year,19.95,0
9,Fiber optic,Month-to-month,91.75,1
29,Fiber optic,Month-to-month,89.65,0
1,DSL,Month-to-month,45.85,0
1,Fiber optic,Month-to-month,79.55,1
18,DSL,Month-to-month,55.95,0
2,DSL,Month-to-month,69.0,0
30,Fiber optic,Month-to-month,83.55,0
66,DSL,Two year,65.7,0
38,Fiber optic,Two year,94.9,0
44,DSL,Month-to-month,61.9,0
54,Fiber optic,Month-to-month,111.1,1
2,No,Month-to-month,20.0,0
42,DSL,One year,67.7,0
58,No,Two year,25.15,0
58,Fiber optic,Month-to-month,92.85,0
25,Fiber optic,Month-to-month,89.1,1
71,Fiber optic,Two year,111.3,0
37,Fiber optic,Month-to-month,101.9,1
14,Fiber optic,Month-to-month,91.65,1
4,Fiber optic,Month-to-month,88.85,1
48,DSL,One year,60.6,0
3,DSL,Month-to-month,25.3,1
8,DSL,Two year,65.5,0
1,Fiber optic,Month-to-month,95.45,1
67,No,Two year,19.95,0
13,Fiber optic,Month-to-month,91.1,1
45,DSL,One year,54.15,1
49,Fiber optic,Month-to-month,74.6,0
52,Fiber optic,Month-to-month,94.6,0
63,Fiber optic,One year,81.15,0
68,DSL,Two year,89.05,0
31,DSL,Month-to-month,49.2,0
64,No,Two year,19.45,0
62,Fiber optic,One year,104.3,0
1,Fiber optic,Month-to-month,69.7,1
6,Fiber optic,Month-to-month,89.5,1
21,Fiber optic,Month-to-month,86.05,0
72,No,Two year,25.2,0
32,DSL,Month-to-month,35.15,0
71,Fiber optic,One year,99.65,0
34,Fiber optic,Month-to-month,105.35,0
3,DSL,Month-to-month,35.15,1
12,Fiber optic,Month-to-month,73.75,1
8,Fiber optic,Month-to-month,101.35,1
35,No,Two year,24.3,0
3,Fiber optic,Month-to-month,80.7,0
3,Fiber optic,Month-to-month,89.85,0
53,DSL,One year,61.1,0
4,DSL,Month-to-month,29.05,0
48,Fiber optic,One year,99.7,0
6,DSL,Month-to-month,55.9,1
3,Fiber optic,Month-to-month,105.9,1
54,DSL,Two year,46.0,0
1,DSL,Month-to-month,43.95,1
62,DSL,Month-to-month,80.4,0
22,Fiber optic,One year,100.05,0
1,DSL,Month-to-month,45.1,1
51,Fiber optic,One year,94.0,0
30,DSL,One year,68.95,0
56,DSL,One year,68.45,0
35,DSL,One year,69.0,0
64,DSL,Month-to-month,43.85,0
30,DSL,Month-to-month,44.5,0
25,No,Two year,18.7,0
41,Fiber optic,Month-to-month,70.25,1
9,DSL,Month-to-month,55.35,1
1,DSL,Month-to-month,53.55,0
70,Fiber optic,Two year,114.6,0
57,No,Two year,20.1,0
9,Fiber optic,Month-to-month,85.5,0
69,Fiber optic,One year,108.75,0
43,Fiber optic,Month-to-month,103.0,1
72,Fiber optic,Two year,97.85,0
44,No,Two year,19.55,0
72,Fiber optic,Two year,84.05,0
33,Fiber optic,One year,103.75,1
54,Fiber optic,Month-to-month,89.4,0
27,No,Two year,19.7,0
54,Fiber optic,Month-to-month,79.85,0
3,Fiber optic,Month-to-month,74.45,0
53,DSL,One year,74.1,0
1,Fiber optic,Month-to-month,69.35,1
15,No,One year,18.8,0
56,Fiber optic,Month-to-month,73.85,1
5,DSL,Month-to-month,64.4,0
48,DSL,One year,55.8,0
25,No,Month-to-month,20.05,0
3,Fiber optic,Month-to-month,75.15,1
58,Fiber optic,One year,99.15,0
10,DSL,Month-to-month,56.75,0
1,Fiber optic,Month-to-month,69.6,1
71,Fiber optic,Two year,104.15,0
65,Fiber optic,Two year,110.8,0
5,Fiber optic,Month-to-month,80.15,1
28,DSL,Month-to-month,35.75,0
67,DSL,Two year,69.9,0
35,Fiber optic,One year,89.2,0
72,DSL,Two year,55.65,0
61,DSL,One year,50.7,0
68,No,Two year,20.0,0
1,DSL,Month-to-month,30.5,1
3,No,Month-to-month,19.1,0
70,Fiber optic,Two year,98.3,1
48,DSL,Month-to-month,45.55,0
68,Fiber optic,One year,101.05,0
47,Fiber optic,One year,103.7,0
32,DSL,One year,36.25,0
5,DSL,Month-to-month,49.4,0
49,No,Two year,19.9,0
48,Fiber optic,Month-to-month,107.4,1
13,Fiber optic,Month-to-month,82.0,1
15,No,Month-to-month,19.8,0
12,DSL,Month-to-month,45.05,0
67,DSL,Two year,64.55,0
9,Fiber optic,Month-to-month,86.25,0
13,No,Two year,19.75,0
38,Fiber optic,One year,89.1,0
42,Fiber optic,Month-to-month,95.55,0
24,Fiber optic,Month-to-month,75.4,1
27,Fiber optic,Month-to-month,101.25,1
9,Fiber optic,Month-to-month,102.6,0
49,DSL,One year,56.3,0
61,Fiber optic,Month-to-month,94.2,0
50,DSL,One year,43.05,0
25,Fiber optic,Month-to-month,89.5,1
22,Fiber optic,Month-to-month,74.4,1
1,No,Month-to-month,20.5,1
4,Fiber optic,Month-to-month,74.35,1
18,Fiber optic,Month-to-month,99.75,1
56,Fiber optic,One year,111.95,1
53,Fiber optic,One year,94.0,0
51,Fiber optic,One year,98.85,0
24,DSL,Two year,64.35,0
62,DSL,Two year,72.0,0
24,DSL,Month-to-month,49.7,0
70,DSL,Two year,80.7,0
1,DSL,Month-to-month,24.2,0
16,DSL,Month-to-month,39.0,1
8,DSL,Month-to-month,65.45,0
72,DSL,Two year,74.35,0
23,Fiber optic,Month-to-month,83.2,0
31,DSL,Month-to-month,25.0,0
37,DSL,One year,40.2,0
30,Fiber optic,Month-to-month,94.1,1
35,Fiber optic,One year,108.35,0
23,DSL,Month-to-month,69.5,0
20,DSL,One year,76.0,0
36,Fiber optic,Month-to-month,93.6,0
8,Fiber optic,Month-to-month,95.65,1
71,Fiber optic,One year,100.55,0
50,Fiber optic,Month-to-month,88.05,1
43,No,One year,24.45,0
57,DSL,Two year,89.55,0
41,DSL,One year,66.5,1
27,Fiber optic,Month-to-month,76.1,0
13,Fiber optic,Month-to-month,80.5,0
3,DSL,Month-to-month,35.45,1
67,No,One year,20.55,0
3,DSL,Month-to-month,49.9,1
64,Fiber optic,Two year,105.4,0
26,DSL,Month-to-month,35.75,0
38,Fiber optic,Month-to-month,95.1,0
23,No,One year,19.3,0
40,Fiber optic,Month-to-month,104.5,1
72,DSL,Two year,63.1,0
3,Fiber optic,Month-to-month,75.05,1
23,Fiber optic,Month-to-month,81.0,1
1,Fiber optic,Month-to-month,74.45,1
4,DSL,Month-to-month,60.4,1
62,DSL,Two year,84.95,0
40,Fiber optic,Month-to-month,93.4,0
41,Fiber optic,Month-to-month,89.2,0
34,Fiber optic,Month-to-month,85.2,0
1,DSL,Month-to-month,49.95,0
51,No,Two year,20.65,0
1,Fiber optic,Month-to-month,70.65,1
39,No,Two year,20.15,0
12,No,Month-to-month,19.2,0
12,DSL,One year,59.8,1
72,Fiber optic,One year,104.95,0
63,Fiber optic,Month-to-month,103.5,0
44,Fiber optic,Month-to-month,84.8,0
18,Fiber optic,Month-to-month,95.05,0
9,DSL,Month-to-month,44.2,1
13,DSL,Month-to-month,73.35,0
68,DSL,Two year,64.1,0
6,DSL,Month-to-month,44.4,0
2,No,Month-to-month,20.05,0
55,DSL,One year,60.0,0
1,Fiber optic,Month-to-month,75.75,1
38,Fiber optic,Month-to-month,69.5,0
67,Fiber optic,Month-to-month,102.95,1
